0,0.00030732,-0.00058714,-0.092214
0.1,-0.0048334,-6.451e-05,0.071029
0.2,-0.0013856,-4.0256e-05,-0.0056077
0.3,-0.0011591,9.36e-05,0.0069122
0.4,0.00023633,0.00014222,-0.013927
0.5,0.00069032,0.00013783,-0.014292
0.6,0.00074972,0.00015969,-0.0099917
0.7,-0.00026183,0.0001294,0.0055616
0.8,-0.0017738,0.00017787,0.021629
0.9,-0.0038131,0.00017287,0.031059
1,-0.005391,0.0002652,0.029302
1.1,-0.0067081,0.00029235,0.018883
1.2,-0.0069302,0.00039628,0.0055185
1.3,-0.0071994,0.00040639,-0.0016779
1.4,-0.0065947,0.00047319,-0.0050996
1.5,-0.0068255,0.00043911,0.00094342
1.6,-0.0062751,0.00046581,0.0031417
1.7,-0.0066416,0.00038686,0.0098572
1.8,-0.0058686,0.00034564,0.0064402
1.9,-0.0055142,0.00018874,0.0054818
2,-0.0037809,3.9979e-05,-0.0049089
2.1,-0.0023867,-0.00017635,-0.010951
2.2,-0.00031889,-0.00036441,-0.018687
2.3,0.00041278,-0.00051204,-0.017434
2.4,0.0007492,-0.00059261,-0.011146
2.5,-0.00067337,-0.00055077,0.003639
2.6,-0.0019129,-0.00044742,0.02767
2.7,-0.0036541,-0.00015682,0.071255
2.8,-0.0039785,0.00032533,0.14942
2.9,-0.0042004,0.0014388,0.27813
3,-0.0035498,0.0035731,0.45832
3.1,-0.0035381,0.0076493,0.67414
3.2,-0.0036697,0.014333,0.88663
3.3,-0.0043356,0.024432,1.0595
3.4,-0.0048095,0.038027,1.161
3.5,-0.0049152,0.05492,1.191
3.6,-0.0042871,0.074151,1.1585
3.7,-0.0033473,0.094673,1.0925
3.8,-0.0017927,0.11521,1.0067
3.9,-0.00068106,0.1348,0.92026
4,0.0010833,0.15266,0.83235
4.1,0.0018781,0.16837,0.75413
4.2,0.0034655,0.1817,0.68054
4.3,0.0036058,0.19257,0.6199
4.4,0.0042702,0.20111,0.56266
4.5,0.0033868,0.20733,0.51078
4.6,0.0028607,0.21156,0.45788
4.7,0.0016316,0.21384,0.40508
4.8,0.00090968,0.21458,0.35812
4.9,0.00050632,0.21383,0.31256
5,0.00036075,0.21192,0.27889
5.1,0.00053324,0.20895,0.24411
5.2,0.00038213,0.20511,0.22085
5.3,0.00021158,0.20059,0.19912
5.4,-9.5848e-07,0.1955,0.19069
5.5,-1.6165e-05,0.19008,0.19009
5.6,0.00043485,0.18435,0.19893
5.7,0.0010563,0.17854,0.21258
5.8,0.0019336,0.17259,0.22711
5.9,0.003067,0.16671,0.24134
6,0.0044306,0.16086,0.25515
6.1,0.0065311,0.15522,0.26849
6.2,0.0088661,0.14983,0.2845
6.3,0.011758,0.14485,0.29964
6.4,0.014621,0.14031,0.31753
6.5,0.017484,0.13628,0.33168
6.6,0.020406,0.13275,0.34683
6.7,0.023221,0.12959,0.35694
6.8,0.026438,0.12678,0.36738
6.9,0.029801,0.1241,0.37346
7,0.033427,0.1216,0.37666
7.1,0.03702,0.11914,0.37306
7.2,0.039978,0.11684,0.35974
7.3,0.042485,0.11462,0.33666
7.4,0.04405,0.11248,0.30375
7.5,0.045617,0.11033,0.2666
7.6,0.046844,0.10808,0.23276
7.7,0.048514,0.10567,0.20725
7.8,0.049811,0.10308,0.19734
7.9,0.051318,0.10034,0.19773
8,0.05228,0.097452,0.20501
8.1,0.053559,0.094478,0.20891
